Mol_ID,Source,DOI,Donor,Acceptor,Donor SMILES,Acceptor SMILES,Voc,Jsc,FF,PCE,HOMO_A,LUMO_A,Ehl_A,Eg_A,HOMO_D,LUMO_D,Ehl_D,Eg_D
469,S,10.1002/adma.201602570,,,CCCCCCCCc1ccc(-c2c3sc4cc(-c5ccc(-c6sc(-c7ccc(C)s7)c7c6C(=O)c6c(CC(CC)CCCC)sc(CC(CC)CCCC)c6C7=O)s5)sc4c3c(-c3ccc(CCCCCCCC)s3)c3sc4cc(C)sc4c23)s1,CCCCCCc1cc(C2(c3ccc(CCCCCC)s3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)s2)(c2ccc(CCCCCC)s2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cs1,0.919,11.7,0.594,6.43,-5.66,-3.93,1.73,1.73,-5.36,-3.43,1.93,1.93
473,S,10.1002/adfm.201504153,,,CCCCCCc1cc(C)sc1C,CCCCCCc1cc(-c2cc3c(cc(-c4cc(CCCCCC)c(C#Cc5ccc6c7c(cccc57)C(=O)N(c5ccc7c(c5)C(CCCC)(CCCC)c5ccccc5-7)C6=O)s4)c4nsnc43)c3nsnc23)sc1C#Cc1ccc2c3c(cccc13)C(=O)N(c1ccc3c(c1)C(CCCC)(CCCC)c1ccccc1-3)C2=O,0.9,5.31,0.52,2.48,-6.01,-3.6,2.41,2.41,-5.0,-3.1,1.9,1.9
474,S,10.1021/acsomega.8b00350,,,CCCCCCc1cc(C)sc1C,CCCCCCc1cc(-c2cc3c(cc(-c4cc(CCCCCC)c(C#Cc5ccc6c7c(cccc57)C(=O)N(c5ccc7c(c5)C(CCCCCC)(CCCCCC)C5C=CC=CC75)C6=O)s4)c4nsnc43)c3nsnc23)sc1C#Cc1ccc2c3c(cccc13)C(=O)N(c1ccc3c(c1)C(CCCCCC)(CCCCCC)C1C=CC=CC31)C2=O,0.92,4.5,0.52,2.14,-6.12,-3.42,2.7,2.7,-5.0,-3.1,1.9,1.9
475,S,10.1002/adfm.201504153,,,CCCCCCc1cc(C)sc1C,CCCCCCc1cc(-c2ccc(-c3cc(CCCCCC)c(C#Cc4ccc5c6c(cccc46)C(=O)N(c4ccc6c(c4)C(CCCC)(CCCC)c4ccccc4-6)C5=O)s3)c3nsnc23)sc1C#Cc1ccc2c3c(cccc13)C(=O)N(c1ccc3c(c1)C(CCCC)(CCCC)c1ccccc1-3)C2=O,0.9,5.18,0.6,2.81,-5.95,-3.44,2.51,2.51,-5.0,-3.1,1.9,1.9
477,M,10.1002/adfm.201702194,PBDB-T,ITCPTC-Se,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)[se]3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cscc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)[se]2)(c2ccc(CCCCCC)[se]2)c2c-4sc3cc(/C=C4\C(=O)c5cscc5C4=C(C#N)C#N)sc23)[se]1,0.869,15.2,0.683,9.02,-5.65,-4.0,1.65,1.59,-5.3,-3.43,1.87,1.77
478,S,10.1039/c9tc02700a,,,CCCCCCCCCCc1cc(C)sc1-c1cc2c(=O)n(CC(CCCCCC)CCCCCCCC)c(=O)c3cc(-c4sc(-c5cc6c(-c7ccc(CC(CC)CCCC)s7)c7sc(C)cc7c(-c7ccc(CC(CC)CCCC)s7)c6s5)cc4CCCCCCCCCC)sc3c2s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)c(F)c3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)c(F)c2)(c2ccc(CCCCCC)c(F)c2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1F,0.94,13.49,0.71,9.01,-5.73,-3.93,1.8,1.8,-5.47,-3.6,1.87,1.87
479,S,10.1039/c9ta07133d,,,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)c(F)c3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)c(F)c2)(c2ccc(CCCCCC)c(F)c2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1F,0.883,15.8,0.638,8.9,-5.69,-3.96,1.73,1.73,-5.3,-3.5,1.8,1.8
480,,,,,CCCCCCCCC(CCCCCC)Cc1ccc(-c2c3cc(-c4ccc(-c5c(F)c(F)c(-c6cccs6)c6nn(CCCCCCCC)nc56)s4)sc3c(-c3ccc(CC(CCCCCC)CCCCCCCC)s3)c3ccsc23)s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)C(c3cc4c(s3)-c3cc5c(cc3C4(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)-c3[se]c(/C=C4\C(=O)c6ccccc6C4=C(C#N)C#N)cc3C5(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)=C(S)c3cc4c(cc32)-c2[se]c(/C=C3\C(=O)c5ccccc5C3=C(C#N)C#N)cc2C4(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)c(CCCCCC)c2)cc1,0.91,15.16,0.58,7.84,-5.41,-3.81,1.6,,-5.29,1.99,,
481,S,10.1021/acs.chemmater.9b02943.s001,,,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(-c4ccc([Si](CCC)(CCC)CCC)s4)c4c(c(-c5ccc([Si](CCC)(CCC)CCC)s5)c3-c3sc5c(sc6cc(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc65)c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3c2sc2cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1,0.87,21.3,0.687,13.0,-5.56,-3.99,1.57,1.57,-5.54,-3.65,1.89,1.89
482,S,10.1039/c9ta00597h,,,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(-c4ccc(CC(CC)CCCC)s4)c4c(c(-c5ccc(CC(CC)CCCC)s5)c3-c3sc5cc(/C=C6\C(=O)c7c(C)sc(C)c7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5c(C)sc(C)c5C4=C(C#N)C#N)sc23)cc1,0.968,15.67,0.637,9.6,-5.55,-3.79,1.76,1.76,-5.33,-3.53,1.8,1.8
483,S,10.1039/c9ta00597h,,,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(-c4ccc(CC(CC)CCCC)s4)c4c(c(-c5ccc(CC(CC)CCCC)s5)c3-c3sc5cc(/C=C6\C(=O)c7c(csc7C)C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5c(csc5C)C4=C(C#N)C#N)sc23)cc1,0.9,19.39,0.753,13.15,-5.6,-3.86,1.74,1.74,-5.33,-3.53,1.8,1.8
484,S,10.1039/c9ta00597h,,,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(-c4ccc(CC(CC)CCCC)s4)c4c(c(-c5ccc(CC(CC)CCCC)s5)c3-c3sc5cc(/C=C6\C(=O)c7cscc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cscc5C4=C(C#N)C#N)sc23)cc1,0.86,18.95,0.729,11.87,-5.62,-3.89,1.73,1.73,-5.33,-3.53,1.8,1.8
485,S,10.1021/acs.chemmater.8b04668,,,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)sc(C)c2c1F,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(cc4ccc5c6c(cc7ccc3c4c75)-c3sc4cc(/C=C5\C(=O)c7cc(F)c(F)cc7C5=C(C#N)C#N)sc4c3C6(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)-c3sc4cc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)sc4c32)cc1,0.755,15.3,0.731,8.45,-5.75,-3.97,1.78,1.78,-5.2,-3.59,1.61,1.61
486,S,10.1039/c7ta05809h,,,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(ccc4c5c(ccc34)-c3sc4cc(/C=C6\C(=O)c7ccc(C)cc7C6=C(C#N)C#N)sc4c3C5(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)-c3sc4cc(/C=C5\C(=O)c6ccc(C)cc6C5=C(C#N)C#N)sc4c32)cc1,0.963,13.03,0.662,8.3,-5.53,-3.73,1.8,1.8,-5.33,-2.92,2.41,2.41
487,S,10.1039/c7ta05809h,,,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(ccc4c5c(ccc34)-c3sc4cc(/C=C6\C(=O)c7ccc(F)cc7C6=C(C#N)C#N)sc4c3C5(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)-c3sc4cc(/C=C5\C(=O)c6ccc(F)cc6C5=C(C#N)C#N)sc4c32)cc1,0.812,15.04,0.663,8.1,-5.52,-3.77,1.75,1.75,-5.33,-2.92,2.41,2.41
488,S,10.1039/c7ta05809h,,,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(ccc4c5c(ccc34)-c3sc4cc(/C=C6\C(=O)c7ccc(OC)cc7C6=C(C#N)C#N)sc4c3C5(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)-c3sc4cc(/C=C5\C(=O)c6ccc(OC)cc6C5=C(C#N)C#N)sc4c32)cc1,0.965,13.52,0.66,8.61,-5.53,-3.7,1.83,1.83,-5.33,-2.92,2.41,2.41
489,S,10.1039/c7ta05809h,,,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(ccc4c5c(ccc34)-c3sc4cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc4c3C5(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)-c3sc4cc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)sc4c32)cc1,0.935,13.55,0.681,8.63,-5.58,-3.76,1.82,1.82,-5.33,-2.92,2.41,2.41
490,M,10.1002/adma.201706571,PTB7-Th,F10IC,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)sc(C)c2c1F,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(sc4c5c(sc34)-c3sc4c(sc6cc(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc64)c3C5(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)-c3sc4c(sc5cc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc54)c32)cc1,0.73,20.83,0.668,10.2,-5.26,-3.96,1.3,1.25,-5.21,-3.54,1.67,1.59
491,S,10.1039/c9ee01030k,,,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(Cl)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1Cl,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(sc4cc(/C=C5\C(=O)c6cc(Cl)c(Cl)cc6C5=C(C#N)C#N)sc34)-c3sc4c5c(sc4c32)-c2sc3cc(/C=C4\C(=O)c6cc(Cl)c(Cl)cc6C4=C(C#N)C#N)sc3c2C5(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,0.795,21.19,0.699,12.01,-5.52,-4.13,1.39,1.39,-5.51,-3.57,1.94,1.94
492,H,10.1002/aenm.201801203,PBDB-T,IXIC-4Cl,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(sc4cc(/C=C5\C(=O)c6cc(Cl)c(Cl)cc6C5=C(C#N)C#N)sc34)-c3sc4c5c(sc4c32)-c2sc3cc(/C=C4\C(=O)c6cc(Cl)c(Cl)cc6C4=C(C#N)C#N)sc3c2C5(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,0.69,22.9,0.712,11.2,-5.2,-3.95,1.25,1.25,-5.33,-3.48,1.85,1.84
493,M,10.1002/aenm.201802050,FTAZ,IDCIC,CCCCCCC(CCCC)CCc1c2cc(-c3ccc(-c4c(F)c(F)c(-c5ccc(C)s5)c5nn(CC(CCCC)CCCCCC)nc45)s3)sc2c(CCC(CCCC)CCCCCC)c2cc(C)sc12,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(sc4cc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)sc34)-c3sc4c(c(CCCCCC)cc5c4cc(CCCCCC)c4c6c(sc45)-c4sc5cc(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc5c4C6(c4ccc(CCCCCC)cc4)c4ccc(CCCCCC)cc4)c32)cc1,0.87,21.98,0.71,13.58,-5.19,-3.72,1.47,1.45,-5.48,-3.47,2.01,2.0
494,S,10.1021/jacs.8b04027,,,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)sc(C)c2c1F,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(sc4cc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)sc34)-c3sc4c(-c5ccc(CCCCCC)s5)c5c6c(sc5c(-c5ccc(CCCCCC)s5)c4c32)-c2sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc3c2C6(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,0.732,23.81,0.727,13.0,-5.57,-4.0,1.57,1.57,-5.22,-3.4,1.82,1.82
495,S,10.1039/c9ta07917c,,,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)sc(C)c2c1F,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(sc4cc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)sc34)-c3sc4c5c(sc4c32)-c2sc3c4c(sc3c2C5(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)-c2sc3c(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)csc3c2C4(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,0.779,20.2,0.634,10.3,-5.31,-3.99,1.32,1.32,-5.2,-3.6,1.6,1.6
496,S,10.1039/c9ta07917c,,,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)sc(C)c2c1F,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(sc4cc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)sc34)-c3sc4c5c(sc4c32)-c2sc3c4c(sc3c2C5(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)-c2sc3cc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)sc3c2C4(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,0.692,23.3,0.689,11.2,-5.31,-4.06,1.25,1.25,-5.2,-3.6,1.6,1.6
497,M,10.1002/adfm.201802324,PBDB-T,6TIC-4F,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(sc4cc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)sc34)-c3sc4c5c(sc4c32)-c2sc3cc(/C=C4\C(=O)c6cc(F)c(F)cc6C4=C(C#N)C#N)sc3c2C5(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,0.723,23.0,0.67,11.14,-5.44,-4.07,1.37,1.26,-5.3,-3.43,1.87,1.77
498,M,10.1002/adma.201706571,PTB7-Th,6TIC-4F,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)sc(C)c2c1F,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(sc4cc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)sc34)-c3sc4c5c(sc4c32)-c2sc3cc(/C=C4\C(=O)c6cc(F)c(F)cc6C4=C(C#N)C#N)sc3c2C5(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,0.64,25.12,0.676,10.9,-5.44,-4.07,1.37,1.26,-5.21,-3.54,1.67,1.59
499,S,10.1002/adma.201804215,,,CCCCC(CC)COC(=O)c1sc2c(C)sc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)c2c1F,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(sc4cc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)sc34)-c3sc4c5c(sc4c32)-c2sc3cc(/C=C4\C(=O)c6cc(F)c(F)cc6C4=C(C#N)C#N)sc3c2C5(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,0.65,24.7,0.67,10.8,-5.42,-4.13,1.29,1.29,-5.22,-3.21,2.01,2.01
500,S,10.1039/c8ta09042d,,,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)sc(C)c2c1F,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(sc4cc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)sc34)-c3sc4c5c(sc4c32)-c2sc3cc(/C=C4\C(=O)c6cc(F)c(F)cc6C4=C(C#N)C#N)sc3c2C5(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,0.646,24.6,0.649,10.3,-5.43,-4.0,1.43,1.43,-5.2,-3.59,1.61,1.61
501,S,10.1021/acs.chemmater.8b04668,,,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)sc(C)c2c1F,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(sc4cc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)sc34)-c3sc4c5c(sc4c32)-c2sc3cc(/C=C4\C(=O)c6cc(F)c(F)cc6C4=C(C#N)C#N)sc3c2C5(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,0.645,23.3,0.634,9.55,-5.47,-4.06,1.41,1.41,-5.2,-3.59,1.61,1.61
502,,,,,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)sc(C)c2c1F,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(sc4cc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)sc34)-c3sc4c5c(sc4c32)-c2sc3cc(/C=C4\C(=O)c6cc(F)c(F)cc6C4=C(C#N)C#N)sc3c2C5(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,0.67,22.7,0.695,10.9,-5.4,-4.0,1.4,,-5.21,1.61,1.58,
504,S,10.1039/c8ta11637g,,,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)sc(C)c2c1F,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(sc4cc(/C=C5\C(=O)c6ccc(F)cc6C5=C(C#N)C#N)sc34)-c3sc4c5c(sc4c32)-c2sc3cc(/C=C4\C(=O)c6ccc(F)cc6C4=C(C#N)C#N)sc3c2C5(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,0.722,24.73,0.678,12.1,-5.36,-3.92,1.44,1.44,-5.2,-3.69,1.51,1.51
506,S,10.1039/c8qm00238j,,,CCCCCCC(CCCC)CCc1c2cc(-c3ccc(-c4c(F)c(F)c(-c5ccc(C)s5)c5nn(CC(CCCC)CCCCCC)nc45)s3)sc2c(CCC(CCCC)CCCCCC)c2cc(C)sc12,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(sc4cc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)sc34)-c3sc4c(CCCCCC)c5c6c(sc5c(CCCCCC)c4c32)-c2sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc3c2C6(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,0.87,19.86,0.613,10.56,-5.23,-3.84,1.39,1.39,-5.38,-3.17,2.21,2.21
507,S,10.1002/aenm.201801203,,,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(sc4cc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)sc34)-c3sc4c5c(sc4c32)-c2sc3cc(/C=C4\C(=O)c6ccccc6C4=C(C#N)C#N)sc3c2C5(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,0.82,20.9,0.654,11.3,-5.13,-3.78,1.35,1.35,-5.26,-3.63,1.63,1.63
508,S,10.1002/aenm.201702831,,,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)sc(C)c2c1F,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(sc4cc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)sc34)-c3sc4c5c(sc4c32)-c2sc3cc(/C=C4\C(=O)c6ccccc6C4=C(C#N)C#N)sc3c2C5(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,0.831,20.11,0.662,11.07,-5.21,-3.83,1.38,1.38,-5.1,-3.6,1.5,1.5
509,S,10.1002/aenm.201801214,,,CCCCC(CC)COC(=O)c1c(-c2cccs2)sc2c(C(=O)OCC(CC)CCCC)c(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)sc12,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(sc4cc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)sc34)-c3sc4c5c(sc4c32)-c2sc3cc(/C=C4\C(=O)c6ccccc6C4=C(C#N)C#N)sc3c2C5(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,0.805,21.4,0.64,11.03,-5.45,-3.94,1.51,1.51,-5.23,-3.34,1.89,1.89
