Mol_ID,Source,DOI,Donor,Acceptor,Donor SMILES,Acceptor SMILES,Voc,Jsc,FF,PCE,HOMO_A,LUMO_A,Ehl_A,Eg_A,HOMO_D,LUMO_D,Ehl_D,Eg_D
1147,S,10.1016/j.orgel.2018.03.005,,,CCCCCCCCN1C(=O)c2c(c(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)cc6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)cc6)c5s4)s3)c3nn(CCCCCCCC)nc3c2-c2ccc(C)s2)C1=O,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,0.85,15.92,0.548,7.42,-5.51,-3.78,1.73,1.73,-5.26,-3.11,2.15,2.15
1148,M,10.1021/acsphotonics.7b00618,PBDB-T,ITIC,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,0.88,13.8,0.598,7.4,-5.576,-3.916,1.66,1.586,-5.3,-3.43,1.87,1.77
1149,S,10.1021/acsami.9b09486.s001,,,CCCCCCCCCCC(CCCCCCCC)Cn1nc2c(-c3ccc(C)s3)ccc(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)c2n1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,0.77,14.54,0.66,7.39,-5.6,-3.93,1.67,1.67,-5.19,-3.44,1.75,1.75
1150,S,10.1039/c7ta09837e,,,CCCCCCOC(=O)c1cc(Cl)c(-c2sc3c(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)sc(C)c3c2Cl)s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,0.87,14.52,0.584,7.38,-5.48,-3.83,1.65,1.65,-5.43,-3.63,1.8,1.8
1151,M,10.1039/C7TA09837E,2D-PBTCl2,ITIC,CCCCC(CC)COC(=O)c1cc(Cl)c(-c2sc3c(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)sc(C)c3c2Cl)s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,0.87,14.52,0.584,7.38,-5.576,-3.916,1.66,1.586,-5.43,-3.63,1.8,1.48
1152,M,10.1021/acs.macromol.8b01036,J63,ITIC,C=CCCCCSc1ccc(-c2c3cc(-c4ccc(-c5c(F)c(F)c(-c6ccc(C)s6)c6nn(CC(CCCCCC)CCCCCCCC)nc56)s4)sc3c(-c3ccc(SCCCCC=C)s3)c3cc(C)sc23)s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,0.882,15.72,0.531,7.38,-5.576,-3.916,1.66,1.586,-5.28,-3.04,2.24,1.92
1153,S,10.1021/acssuschemeng.7b03606.s001,,,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)sc(C)c2c1F,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,0.8,13.82,0.616,7.31,-5.5,-3.71,1.79,1.79,-5.24,-3.66,1.58,1.58
1154,M,10.1021/acs.chemmater.7b02853,PTB7-Th,ITIC,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)sc(C)c2c1F,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,0.83,15.18,0.57,7.28,-5.576,-3.916,1.66,1.586,-5.21,-3.54,1.67,1.59
1155,S,10.1039/c7ta10262c,,,CCCCCCCC(CCCC)Cc1ccc(-c2c3cc(-c4ccc(-c5c(F)c(F)c(-c6ccc(C)s6)c6nc(-c7cc(F)c(CC(CC)CCCC)s7)c(-c7cc(F)c(CC(CC)CCCC)s7)nc56)s4)sc3c(-c3ccc(CC(CCCC)CCCCCC)s3)c3cc(C)sc23)s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,0.94,13.75,0.561,7.22,-5.48,-3.83,1.65,1.65,-5.38,-3.67,1.71,1.71
1156,S,10.1016/j.orgel.2019.03.052,,,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)sc(C)c2c1F,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,0.792,14.52,0.612,7.16,-5.51,-3.78,1.73,1.73,-5.2,-3.6,1.6,1.6
1157,S,10.1002/adfm.201706404,,,CCCCCCCCc1cc(-c2c(F)c(F)c(-c3cc(CCCCCCCC)c(-c4cc5c(-c6ccc(CC(CCCC)CCCCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CCCC)CCCCCC)s6)c5s4)s3)c3nsnc23)sc1C,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,0.8,13.51,0.613,7.15,-5.48,-3.83,1.65,1.65,-5.14,-3.35,1.79,1.79
1158,S,10.1039/c7tc02098h,,,CCCCC(CC)COC(=O)c1cc2c(-c3ccc(C)s3)c3nn(CC(CC)CCCC)nc3c(-c3ccc(-c4cc5c(-c6cc(F)c(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6cc(F)c(CC(CC)CCCC)s6)c5s4)s3)c2s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,0.78,14.11,0.634,7.14,-5.48,-3.83,1.65,1.65,-5.39,-3.7,1.69,1.69
1159,M,10.1016/j.orgel.2017.02.029,TBF-BDD,ITIC,CCCCC(CC)COc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(OCC(CC)CCCC)cc3)c3cc(C)oc23)cc1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,0.85,14.94,0.56,7.13,-5.576,-3.916,1.66,1.586,-5.37,-3.65,1.72,1.76
1160,M,10.1016/j.dyepig.2017.02.022,PBO,ITIC,CCCCCCCCCCCCOc1c(OCCCCCCCCCCCC)c(-c2ccc(-c3cc4c(-c5ccc(SCC(CC)CCCC)cc5)c5sc(C)cc5c(-c5ccc(SCC(CC)CCCC)cc5)c4s3)s2)c2nonc2c1-c1ccc(C)s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,0.92,14.3,0.54,7.1,-5.576,-3.916,1.66,1.586,-5.47,-3.67,1.8,1.8
1161,S,10.1021/acsami.7b10059,,,CCCCCCCCCCCCC(CCCCCCCCCC)Cc1cc(-c2cc3c4nonc4c4cc(-c5cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(-c6ccc(-c7ccc(C)s7)s6)s5)sc4c3s2)sc1C,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,1.0,10.7,0.664,7.06,-5.51,-3.84,1.67,1.67,-5.44,-3.48,1.96,1.96
1162,S,10.1016/j.polymer.2019.121580,,,CCCCCCCCCCCCC(CCCCCCCCCC)Cn1nc2c(-c3ccc(C)s3)c(F)c(F)c(-c3ccc(-c4ccc(/C(C#N)=C/c5cc(OCC(CCCCCCCC)CCCCCCCCCC)c(/C=C(\C#N)c6ccc(C)s6)cc5OCC(CCCCCCCC)CCCCCCCCCC)s4)s3)c2n1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,1.04,12.43,0.531,7.03,-5.6,-3.99,1.61,1.61,-5.51,-3.78,1.73,1.73
1163,M,10.1016/j.orgel.2017.02.029,TBF-BT,ITIC,CCCCCCCCOc1c(OCCCCCCCC)c(-c2ccc(-c3cc4c(-c5ccc(OCC(CC)CCCC)cc5)c5oc(C)cc5c(-c5ccc(OCC(CC)CCCC)cc5)c4s3)s2)c2nsnc2c1-c1ccc(C)s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,0.81,13.89,0.63,7.03,-5.576,-3.916,1.66,1.586,-5.4,-3.55,1.85,1.75
1164,M,10.1039/C7TA09837E,PTB7-Th,ITIC,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)sc(C)c2c1F,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,0.82,14.76,0.571,6.91,-5.576,-3.916,1.66,1.586,-5.21,-3.54,1.67,1.59
1165,S,10.1039/c7ta09837e,,,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)sc(C)c2c1F,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,0.82,14.76,0.571,6.91,-5.48,-3.83,1.65,1.65,-5.38,-3.7,1.68,1.68
1166,S,10.1021/acsami.8b19449,,,CCCCCCCCCCC(CCCCCCCC)Cc1cc(-c2c(F)c(F)c(-c3cc(CC(CCCCCCCC)CCCCCCCCCC)c(-c4ccc(-c5ccc6cc(C)sc6c5)s4)s3)c3nsnc23)sc1C,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,0.899,13.0,0.592,6.9,-5.55,-3.95,1.6,1.6,-5.35,-3.63,1.72,1.72
1167,S,10.1002/adma.201404317,,,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)sc(C)c2c1F,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,0.81,14.21,0.591,6.8,-5.48,-3.83,1.65,1.65,-5.2,-3.59,1.61,1.61
1168,S,10.1021/acsami.8b19449,,,CCCCCCCCCCC(CCCCCCCC)Cc1cc(-c2c(F)c(F)c(-c3cc(CC(CCCCCCCC)CCCCCCCCCC)c(-c4ccc(-c5ccc6sc(C)cc6c5)s4)s3)c3nsnc23)sc1C,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,0.985,14.2,0.487,6.8,-5.55,-3.95,1.6,1.6,-5.55,-3.72,1.83,1.83
1169,M,10.1038/s41560-018-0263-4,P2F-EO,ITIC,CCCCCCCCN1C(=O)c2c(c(-c3ccc(-c4cc5c(-c6cc(F)c(CC(CC)CCCC)c(F)c6)c6sc(C)cc6c(-c6cc(F)c(CC(CC)CCCC)c(F)c6)c5s4)s3)c3nn(CCCC(CC)CCCC)nc3c2-c2ccc(C)s2)C1=O,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,1.013,12.65,0.525,6.73,-5.576,-3.916,1.66,1.586,-5.41,-3.08,2.33,1.85
1170,S,10.1021/acsenergylett.7b00551.s001,,,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)sc(C)c2c1F,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,0.8,14.34,0.58,6.62,-5.51,-3.78,1.73,1.73,-5.29,-3.72,1.57,1.57
1171,S,10.1039/c7tc04750a,,,CCCCCCCC(CCCCCC)COc1ccc2cc(-c3c4cc(-c5ccc(-c6c(F)c(F)c(-c7ccc(C)s7)c7nn(CC(CCCC)CCCCCC)nc67)s5)sc4c(-c4ccc5cc(OCC(CCCCCC)CCCCCCC)ccc5c4)c4cc(C)sc34)ccc2c1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,0.75,18.0,0.49,6.61,-5.48,-3.83,1.65,1.65,-5.23,-3.52,1.71,1.71
1172,S,10.1021/acs.jpcc.6b11848,,,CCCCC(CC)Cc1ccc(-c2c3cc(-c4sc(-c5ccc(-c6cc(CC(CC)CCCC)c(C)s6)c6nsnc56)cc4CC(CC)CCCC)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,0.822,13.47,0.598,6.61,-5.48,-3.83,1.65,1.65,-5.14,-3.44,1.7,1.7
1173,M,10.1039/C7TC04750A,PBDTTz-N,ITIC,CCCCCCCCC(CCCCCC)COc1ccc2cc(-c3c4cc(-c5ccc(-c6c(F)c(F)c(-c7ccc(C)s7)c7nn(CC(CCCC)CCCCCC)nc67)s5)sc4c(-c4ccc5cc(OCC(CCCCCC)CCCCCCCC)ccc5c4)c4cc(C)sc34)ccc2c1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,0.75,18.0,0.49,6.61,-5.576,-3.916,1.66,1.586,-5.23,-3.52,1.71,1.95
1174,S,10.1039/c8py01458b,,,CCCCC(CC)Cc1cc(-c2sc(-c3cc(CC(CC)CCCC)c(-c4ccc(-c5cc(F)c(-c6ccc(C)s6)cc5F)s4)s3)c3c2C(=O)c2c(CC(CC)CCCC)sc(CC(CC)CCCC)c2C3=O)sc1C,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,0.96,13.24,0.49,6.6,-5.61,-3.94,1.67,1.67,-5.49,-3.61,1.88,1.88
1175,S,10.1021/acsomega.8b02053,,,CCCCCCCCC(CCCCCC)Cn1nc2c(-c3ccc(-c4cc5c(-c6cc(F)c(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6cc(F)c(CC(CC)CCCC)s6)c5s4)s3)c3cc(F)sc3c(-c3ccc(C)s3)c2n1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,0.77,13.94,0.618,6.59,-5.48,-3.83,1.65,1.65,-5.37,-3.58,1.79,1.79
1176,S,10.1021/acs.jpcc.8b05184,,,CCCCCCCCCCC(CCCCCCCC)Cc1ccc(-c2c3cc(-c4cc(F)c(/C=C/c5sc(C)cc5F)s4)sc3c(-c3ccc(CC(CCCCCCCC)CCCCCCCCCC)s3)c3cc(C)sc23)s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,0.88,12.2,0.6,6.5,-5.63,-4.05,1.58,1.58,-5.23,-3.33,1.9,1.9
1177,S,10.1007/s11426-016-0173-y,,,CCCCCCCCCCC(CCCCCCCC)COc1c2cc(-c3ccc(-c4c(F)c(F)c(-c5ccc(C)s5)c5nn(CC(CC)CCCC)nc45)s3)sc2c(OCC(CCCCCCCC)CCCCCCCCCC)c2cc(C)sc12,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,0.89,12.18,0.601,6.48,-5.48,-3.88,1.6,1.6,-5.4,-2.9,2.5,2.5
1178,S,10.1021/acs.chemmater.9b03333,,,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)sc(C)c2c1F,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,0.81,14.77,0.54,6.44,-5.51,-3.84,1.67,1.67,-5.23,-3.64,1.59,1.59
1179,M,10.1039/C7QM00025A,PTPDBDT,ITIC,CCCCCCCCN1C(=O)c2c(C)sc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)c2C1=O,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,1.04,10.6,0.58,6.4,-5.576,-3.916,1.66,1.586,-5.6,-3.75,1.85,1.85
1180,S,10.1039/c7qm00025a,,,CCCCCCCCN1C(=O)c2c(-c3cc(CCCCCC)c(C)s3)sc(-c3cc(CCCCCC)c(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)c2C1=O,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,1.04,10.6,0.58,6.4,-5.61,-4.02,1.59,1.59,-5.6,-3.75,1.85,1.85
1181,S,10.1016/j.reactfunctpolym.2019.104378,,,CCCCCCCCCCCCc1ccc(-c2c3cc(-c4sc(C)c5c4C(=O)N(CCCCCCCC)C5=O)sc3c(-c3ccc(CCCCCCCCCCCC)s3)c3cc(C)sc23)s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,0.96,12.98,0.48,6.17,-5.51,-3.71,1.8,1.8,-5.51,-3.09,2.42,2.42
1182,M,10.1038/s41560-018-0263-4,P2F-EH,ITIC,CCCCCCCCN1C(=O)c2c(c(-c3ccc(-c4cc5c(-c6cc(F)c(CC(CC)CCCC)c(F)c6)c6sc(C)cc6c(-c6cc(F)c(CC(CC)CCCC)c(F)c6)c5s4)s3)c3nn(CC(CC)CCCC)nc3c2-c2ccc(C)s2)C1=O,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,0.983,12.4,0.505,6.13,-5.576,-3.916,1.66,1.586,-5.36,-3.04,2.32,1.85
